id,label,coords
H1_00000042_00000416_00000028,-1,
H1_00000042_00000416_00000029,-1,
H1_00000042_00000416_00000030,-1,
H1_00000042_00000416_00000031,-1,
H1_00000042_00000416_00000032,-1,
H1_00000050_00000672_00000001,0,
H1_00000050_00000672_00000002,0,
H1_00000050_00000672_00000003,0,
H1_00000050_00000672_00000004,0,
H1_00000050_00000672_00000005,0,
H1_00000050_00000672_00000006,0,
H1_00000050_00000672_00000007,0,
H1_00000050_00000672_00000008,0,
H1_00000050_00000672_00000009,0,
H1_00000050_00000672_00000010,0,
H1_00000050_00000672_00000011,0,
H1_00000050_00000672_00000012,0,
H1_00000050_00000672_00000013,0,
H1_00000050_00000672_00000014,0,
H1_00000050_00000672_00000015,0,
H1_00000050_00000672_00000016,0,
H1_00000050_00000672_00000017,0,
H1_00000050_00000672_00000018,0,
H1_00000050_00000672_00000019,0,
H1_00000050_00000672_00000020,0,
H1_00000050_00000672_00000021,0,
H1_00000050_00000672_00000022,0,
H1_00000050_00000672_00000023,0,
H1_00000050_00000672_00000024,0,
H1_00000050_00000672_00000025,0,
H1_00000050_00000672_00000026,0,
H1_00000050_00000672_00000027,0,
H1_00000059_00000720_00000001,1,381 246 338 157 386 181
H1_00000059_00000720_00000002,1,342 153 400 223
H1_00000059_00000720_00000003,1,339 153
H1_00000059_00000720_00000004,1,253 395 341 147 358 120
H1_00000059_00000720_00000005,-1,
H1_00000059_00000720_00000006,-1,
H1_00000059_00000720_00000007,-1,
H1_00000059_00000720_00000008,-1,
H1_00000059_00000720_00000009,-1,
H1_00000059_00000720_00000010,-1,
H1_00000059_00000720_00000011,-1,
H1_00000059_00000720_00000012,-1,
H1_00000059_00000720_00000013,-1,
H1_00000059_00000720_00000014,-1,
H1_00000059_00000720_00000015,-1,
H1_00000059_00000720_00000016,-1,
H1_00000059_00000720_00000017,-1,
H1_00000059_00000720_00000018,-1,
H1_00000059_00000720_00000019,-1,
H1_00000059_00000720_00000020,-1,
H1_00000059_00000720_00000021,1,130 311
H1_00000059_00000720_00000022,-1,
H1_00000059_00000720_00000023,-1,
H1_00000059_00000720_00000024,-1,
H1_00000059_00000720_00000025,-1,
H1_00000059_00000720_00000026,-1,
H1_00000059_00000720_00000027,-1,
H1_00000086_00000854_00000001,1,107 119 293 83 313 160
H1_00000086_00000854_00000002,1,381 172 287 76 303 167
H1_00000086_00000854_00000003,1,87 155 303 134 384 164 274 102 310 141 381 241 322 137 412 208
H1_00000086_00000854_00000004,1,382 238
H1_00000086_00000854_00000005,-1,
H1_00000086_00000854_00000006,1,378 97
H1_00000086_00000854_00000007,-1,
H1_00000086_00000854_00000008,-1,
H1_00000086_00000854_00000009,-1,
H1_00000086_00000854_00000010,-1,
H1_00000086_00000854_00000011,-1,
H1_00000086_00000854_00000012,-1,
H1_00000086_00000854_00000013,-1,
H1_00000086_00000854_00000014,-1,
H1_00000086_00000854_00000015,-1,
H1_00000086_00000854_00000016,-1,
H1_00000086_00000854_00000017,-1,
H1_00000086_00000854_00000018,-1,
H1_00000086_00000854_00000019,-1,
H1_00000086_00000854_00000020,-1,
H1_00000086_00000854_00000021,-1,
H1_00000086_00000854_00000022,-1,
H1_00000086_00000854_00000023,-1,
H1_00000086_00000854_00000024,-1,
H1_00000086_00000854_00000025,-1,
H1_00000086_00000854_00000026,-1,
H1_00000086_00000854_00000027,-1,
H1_00000086_00000854_00000028,-1,
H1_00000086_00000854_00000029,-1,
H1_00000086_00000854_00000030,-1,
H1_00000086_00000854_00000031,-1,
H1_00000086_00000854_00000032,-1,
H1_00000091_00000485_00000001,1,325 74
H1_00000091_00000485_00000002,-1,
H1_00000091_00000485_00000003,-1,
H1_00000091_00000485_00000004,1,158 148 338 171 362 164 348 167 403 166 372 163
H1_00000091_00000485_00000005,1,375 163
H1_00000091_00000485_00000006,1,284 147 381 161
H1_00000091_00000485_00000007,1,330 31 387 161
H1_00000091_00000485_00000008,1,388 160
H1_00000091_00000485_00000009,-1,
H1_00000091_00000485_00000010,-1,
H1_00000091_00000485_00000011,-1,
H1_00000091_00000485_00000012,-1,
H1_00000091_00000485_00000013,-1,
H1_00000091_00000485_00000014,-1,
H1_00000091_00000485_00000015,-1,
H1_00000091_00000485_00000016,-1,
H1_00000091_00000485_00000017,-1,
H1_00000091_00000485_00000018,-1,
H1_00000091_00000485_00000019,-1,
H1_00000091_00000485_00000020,-1,
H1_00000091_00000485_00000021,1,331 312
H1_00000091_00000485_00000022,-1,
H1_00000091_00000485_00000023,-1,
H1_00000091_00000485_00000024,-1,
H1_00000091_00000485_00000025,-1,
H1_00000098_00000420_00000001,1,324 145
H1_00000098_00000420_00000002,-1,
H1_00000098_00000420_00000003,-1,
H1_00000098_00000420_00000004,-1,
H1_00000098_00000420_00000005,1,212 359
H1_00000098_00000420_00000006,1,343 105
H1_00000098_00000420_00000007,1,342 107
H1_00000098_00000420_00000008,1,325 138 335 117 330 131 343 108
H1_00000098_00000420_00000009,1,343 111
H1_00000098_00000420_00000010,1,345 113
H1_00000098_00000420_00000011,-1,
H1_00000098_00000420_00000012,-1,
H1_00000098_00000420_00000013,-1,
H1_00000098_00000420_00000014,-1,
H1_00000098_00000420_00000015,-1,
H1_00000098_00000420_00000016,-1,
H1_00000098_00000420_00000017,-1,
H1_00000098_00000420_00000018,-1,
H1_00000098_00000420_00000019,-1,
H1_00000098_00000420_00000020,-1,
H1_00000098_00000420_00000021,-1,
H1_00000098_00000420_00000022,-1,
H1_00000098_00000420_00000023,-1,
H1_00000098_00000420_00000024,-1,
H1_00000098_00000420_00000025,-1,
H1_00000098_00000420_00000026,-1,
H1_00000098_00000420_00000027,-1,
H1_00000098_00000420_00000028,1,325 247 334 245
H1_00000098_00000420_00000029,-1,
H1_00000100_00000261_00000001,0,
H1_00000100_00000261_00000002,0,
H1_00000100_00000261_00000003,0,
H1_00000100_00000261_00000004,0,
H1_00000100_00000261_00000005,0,
H1_00000100_00000261_00000006,0,
H1_00000100_00000261_00000007,0,
H1_00000100_00000261_00000008,0,
H1_00000100_00000261_00000009,0,
H1_00000100_00000261_00000010,0,
H1_00000100_00000261_00000011,0,
H1_00000100_00000261_00000012,0,
H1_00000100_00000261_00000013,0,
H1_00000100_00000261_00000014,0,
H1_00000100_00000261_00000015,0,
H1_00000100_00000261_00000016,0,
H1_00000100_00000261_00000017,0,
H1_00000100_00000261_00000018,0,
H1_00000100_00000261_00000019,0,
H1_00000100_00000261_00000020,0,
H1_00000100_00000261_00000021,0,
H1_00000100_00000261_00000022,0,
H1_00000100_00000261_00000023,0,
H1_00000100_00000261_00000024,0,
H1_00000100_00000261_00000025,0,
H1_00000100_00000261_00000026,0,
H1_00000100_00000261_00000027,0,
H1_00000100_00000261_00000028,0,
H1_00000100_00000261_00000029,0,
H1_00000100_00000261_00000030,0,
H1_00000100_00000261_00000031,0,
H1_00000109_00000668_00000001,1,338 148 391 173
H1_00000109_00000668_00000002,1,341 149 405 215
H1_00000109_00000668_00000003,-1,
H1_00000109_00000668_00000004,-1,
H1_00000109_00000668_00000005,1,343 276
H1_00000109_00000668_00000006,-1,
H1_00000109_00000668_00000007,-1,
H1_00000109_00000668_00000008,-1,
H1_00000109_00000668_00000009,-1,
H1_00000109_00000668_00000010,-1,
H1_00000109_00000668_00000011,1,369 391
H1_00000109_00000668_00000012,-1,
H1_00000109_00000668_00000013,1,257 455
H1_00000109_00000668_00000014,-1,
H1_00000109_00000668_00000015,-1,
H1_00000109_00000668_00000016,-1,
H1_00000109_00000668_00000017,-1,
H1_00000109_00000668_00000018,-1,
H1_00000109_00000668_00000019,-1,
H1_00000109_00000668_00000020,-1,
H1_00000109_00000668_00000021,-1,
H1_00000109_00000668_00000022,-1,
H1_00000109_00000668_00000023,-1,
H1_00000109_00000668_00000024,-1,
H1_00000109_00000668_00000025,-1,
H1_00000109_00000668_00000026,-1,
H1_00000109_00000668_00000027,-1,
H1_00000109_00000668_00000028,-1,
H1_00000109_00000668_00000029,-1,
H1_00000109_00000668_00000030,-1,
H1_00000120_00000451_00000001,-1,
H1_00000120_00000451_00000002,1,225 155
H1_00000120_00000451_00000003,1,348 254 355 261
H1_00000120_00000451_00000004,-1,
H1_00000120_00000451_00000005,-1,
H1_00000120_00000451_00000006,-1,
H1_00000120_00000451_00000007,-1,
H1_00000120_00000451_00000008,-1,
H1_00000120_00000451_00000009,1,337 355
H1_00000120_00000451_00000010,-1,
H1_00000120_00000451_00000011,-1,
H1_00000120_00000451_00000012,-1,
H1_00000120_00000451_00000013,-1,
H1_00000120_00000451_00000014,-1,
H1_00000120_00000451_00000015,-1,
H1_00000120_00000451_00000016,-1,
H1_00000120_00000451_00000017,-1,
H1_00000120_00000451_00000018,-1,
H1_00000120_00000451_00000019,-1,
H1_00000120_00000451_00000020,-1,
H1_00000120_00000451_00000021,-1,
H1_00000120_00000451_00000022,-1,
H1_00000123_00000580_00000001,0,
H1_00000123_00000580_00000002,0,
H1_00000123_00000580_00000003,0,
H1_00000123_00000580_00000004,0,
H1_00000123_00000580_00000005,0,
H1_00000123_00000580_00000006,0,
H1_00000123_00000580_00000007,0,
H1_00000123_00000580_00000008,0,
H1_00000123_00000580_00000009,0,
H1_00000123_00000580_00000010,0,
H1_00000123_00000580_00000011,0,
H1_00000123_00000580_00000012,0,
H1_00000123_00000580_00000013,0,
H1_00000123_00000580_00000014,0,
H1_00000123_00000580_00000015,0,
H1_00000123_00000580_00000016,0,
H1_00000123_00000580_00000017,0,
H1_00000123_00000580_00000018,0,
H1_00000123_00000580_00000019,0,
H1_00000123_00000580_00000020,0,
H1_00000123_00000580_00000021,0,
H1_00000123_00000580_00000022,0,
H1_00000123_00000580_00000023,0,
H1_00000123_00000580_00000024,0,
H1_00000123_00000580_00000025,0,
H1_00000123_00000580_00000026,0,
H1_00000123_00000580_00000027,0,
H1_00000123_00000580_00000028,0,
H1_00000136_00000535_00000001,0,
H1_00000136_00000535_00000002,0,
H1_00000136_00000535_00000003,0,
H1_00000136_00000535_00000004,0,
H1_00000136_00000535_00000005,0,
H1_00000136_00000535_00000006,0,
H1_00000136_00000535_00000007,0,
H1_00000136_00000535_00000008,0,
H1_00000136_00000535_00000009,0,
H1_00000136_00000535_00000010,0,
H1_00000136_00000535_00000011,0,
H1_00000136_00000535_00000012,0,
H1_00000136_00000535_00000013,0,
H1_00000136_00000535_00000014,0,
H1_00000136_00000535_00000015,0,
H1_00000136_00000535_00000016,0,
H1_00000136_00000535_00000017,0,
H1_00000136_00000535_00000018,0,
H1_00000136_00000535_00000019,0,
H1_00000136_00000535_00000020,0,
H1_00000136_00000535_00000021,0,
H1_00000136_00000535_00000022,0,
H1_00000136_00000535_00000023,0,
H1_00000136_00000535_00000024,0,
H1_00000136_00000535_00000025,0,
H1_00000136_00000535_00000026,0,
H1_00000136_00000535_00000027,0,
H1_00000156_00000333_00000001,0,
H1_00000156_00000333_00000002,0,
H1_00000156_00000333_00000003,0,
H1_00000156_00000333_00000004,0,
H1_00000156_00000333_00000005,0,
H1_00000156_00000333_00000006,0,
H1_00000156_00000333_00000007,0,
H1_00000156_00000333_00000008,0,
H1_00000156_00000333_00000009,0,
H1_00000156_00000333_00000010,0,
H1_00000156_00000333_00000011,0,
H1_00000156_00000333_00000012,0,
H1_00000156_00000333_00000013,0,
H1_00000156_00000333_00000014,0,
H1_00000156_00000333_00000015,0,
H1_00000156_00000333_00000016,0,
H1_00000156_00000333_00000017,0,
H1_00000156_00000333_00000018,0,
H1_00000156_00000333_00000019,0,
H1_00000156_00000333_00000020,0,
H1_00000156_00000333_00000021,0,
H1_00000156_00000333_00000022,0,
H1_00000156_00000333_00000023,0,
H1_00000156_00000333_00000024,0,
H1_00000156_00000333_00000025,0,
H1_00000156_00000333_00000026,0,
H1_00000166_00000326_00000001,0,
H1_00000166_00000326_00000002,0,
H1_00000166_00000326_00000003,0,
H1_00000166_00000326_00000004,0,
H1_00000166_00000326_00000005,0,
H1_00000166_00000326_00000006,0,
H1_00000166_00000326_00000007,0,
H1_00000166_00000326_00000008,0,
H1_00000166_00000326_00000009,0,
H1_00000166_00000326_00000010,0,
H1_00000166_00000326_00000011,0,
H1_00000166_00000326_00000012,0,
H1_00000166_00000326_00000013,0,
H1_00000166_00000326_00000014,0,
H1_00000166_00000326_00000015,0,
H1_00000166_00000326_00000016,0,
H1_00000166_00000326_00000017,0,
H1_00000166_00000326_00000018,0,
H1_00000166_00000326_00000019,0,
H1_00000166_00000326_00000020,0,
H1_00000166_00000326_00000021,0,
H1_00000166_00000326_00000022,0,
H1_00000166_00000326_00000023,0,
H1_00000166_00000326_00000024,0,
H1_00000166_00000326_00000025,0,
H1_00000166_00000326_00000026,0,
H1_00000166_00000326_00000027,0,
H1_00000166_00000326_00000028,0,
H1_00000166_00000326_00000029,0,
H1_00000173_00000851_00000001,-1,
H1_00000173_00000851_00000002,-1,
H1_00000173_00000851_00000003,1,331 388
H1_00000173_00000851_00000004,-1,
H1_00000173_00000851_00000005,-1,
H1_00000173_00000851_00000006,-1,
H1_00000173_00000851_00000007,1,330 95
H1_00000173_00000851_00000008,-1,
H1_00000173_00000851_00000009,1,358 124
H1_00000173_00000851_00000010,-1,
H1_00000173_00000851_00000011,1,391 175
H1_00000173_00000851_00000012,1,373 384
H1_00000173_00000851_00000013,-1,
H1_00000173_00000851_00000014,-1,
H1_00000173_00000851_00000015,-1,
H1_00000173_00000851_00000016,-1,
H1_00000173_00000851_00000017,-1,
H1_00000173_00000851_00000018,1,137 169
H1_00000173_00000851_00000019,-1,
H1_00000173_00000851_00000020,-1,
H1_00000173_00000851_00000021,-1,
H1_00000173_00000851_00000022,-1,
H1_00000173_00000851_00000023,-1,
H1_00000173_00000851_00000024,-1,
H1_00000173_00000851_00000025,1,221 175
H1_00000173_00000851_00000026,1,255 192
H1_00000173_00000851_00000027,1,246 354
H1_00000173_00000851_00000028,-1,
H1_00000173_00000851_00000029,-1,
H1_00000175_00000445_00000001,0,
H1_00000175_00000445_00000002,0,
H1_00000175_00000445_00000003,0,
H1_00000175_00000445_00000004,0,
H1_00000175_00000445_00000005,0,
H1_00000175_00000445_00000006,0,
H1_00000175_00000445_00000007,0,
H1_00000175_00000445_00000008,0,
H1_00000175_00000445_00000009,0,
H1_00000175_00000445_00000010,0,
H1_00000175_00000445_00000011,0,
H1_00000175_00000445_00000012,0,
H1_00000175_00000445_00000013,0,
H1_00000175_00000445_00000014,0,
H1_00000175_00000445_00000015,0,
H1_00000175_00000445_00000016,0,
H1_00000175_00000445_00000017,0,
H1_00000175_00000445_00000018,0,
H1_00000175_00000445_00000019,0,
H1_00000175_00000445_00000020,0,
H1_00000175_00000445_00000021,0,
H1_00000175_00000445_00000022,0,
H1_00000175_00000445_00000023,0,
H1_00000175_00000445_00000024,0,
H1_00000175_00000445_00000025,0,
H1_00000175_00000445_00000026,0,
H1_00000179_00000817_00000001,1,190 150 169 153
H1_00000179_00000817_00000002,1,164 148
H1_00000179_00000817_00000003,1,137 105
H1_00000179_00000817_00000004,-1,
H1_00000179_00000817_00000005,-1,
H1_00000179_00000817_00000006,-1,
H1_00000179_00000817_00000007,-1,
H1_00000179_00000817_00000008,-1,
H1_00000179_00000817_00000009,-1,
H1_00000179_00000817_00000010,-1,
H1_00000179_00000817_00000011,-1,
H1_00000179_00000817_00000012,-1,
H1_00000179_00000817_00000013,-1,
H1_00000179_00000817_00000014,-1,
H1_00000179_00000817_00000015,-1,
H1_00000179_00000817_00000016,-1,
H1_00000179_00000817_00000017,-1,
H1_00000179_00000817_00000018,-1,
H1_00000179_00000817_00000019,-1,
H1_00000179_00000817_00000020,-1,
H1_00000179_00000817_00000021,-1,
H1_00000179_00000817_00000022,-1,
H1_00000179_00000817_00000023,-1,
H1_00000179_00000817_00000024,-1,
H1_00000179_00000817_00000025,-1,
H1_00000179_00000817_00000026,-1,
H1_00000179_00000817_00000027,-1,
H1_00000185_00000825_00000001,0,
H1_00000185_00000825_00000002,0,
H1_00000185_00000825_00000003,0,
H1_00000185_00000825_00000004,0,
H1_00000185_00000825_00000005,0,
H1_00000185_00000825_00000006,0,
H1_00000185_00000825_00000007,0,
H1_00000185_00000825_00000008,0,
H1_00000185_00000825_00000009,0,
H1_00000185_00000825_00000010,0,
H1_00000185_00000825_00000011,0,
H1_00000185_00000825_00000012,0,
H1_00000185_00000825_00000013,0,
H1_00000185_00000825_00000014,0,
H1_00000185_00000825_00000015,0,
H1_00000185_00000825_00000016,0,
H1_00000185_00000825_00000017,0,
H1_00000185_00000825_00000018,0,
H1_00000185_00000825_00000019,0,
H1_00000185_00000825_00000020,0,
H1_00000185_00000825_00000021,0,
H1_00000185_00000825_00000022,0,
H1_00000185_00000825_00000023,0,
H1_00000185_00000825_00000024,0,
H1_00000185_00000825_00000025,0,
H1_00000185_00000825_00000026,0,
H1_00000185_00000825_00000027,0,
H1_00000185_00000825_00000028,0,
H1_00000185_00000825_00000029,0,
H1_00000185_00000825_00000030,0,
H1_00000192_00000260_00000001,-1,
H1_00000192_00000260_00000002,1,402 180
H1_00000192_00000260_00000003,1,405 170 421 202
H1_00000192_00000260_00000004,1,415 169 437 223
H1_00000192_00000260_00000005,-1,
H1_00000192_00000260_00000006,1,380 63 407 89 164 47 434 164 398 68 376 49
H1_00000192_00000260_00000007,1,425 151 438 159 421 91 399 63
H1_00000192_00000260_00000008,1,403 57 427 108 437 156
H1_00000192_00000260_00000009,1,443 153 389 50
H1_00000192_00000260_00000010,1,351 26 446 149 389 57
H1_00000192_00000260_00000011,1,386 50 389 65
H1_00000192_00000260_00000012,1,348 46 443 143 385 58 386 72
H1_00000192_00000260_00000013,1,381 80 381 63
H1_00000192_00000260_00000014,1,375 90 375 68
H1_00000192_00000260_00000015,-1,
H1_00000192_00000260_00000016,-1,
H1_00000192_00000260_00000017,-1,
H1_00000192_00000260_00000018,1,433 271
H1_00000192_00000260_00000019,-1,
H1_00000192_00000260_00000020,-1,
H1_00000192_00000260_00000021,-1,
H1_00000192_00000260_00000022,-1,
H1_00000230_00000613_00000001,0,
H1_00000230_00000613_00000002,0,
H1_00000230_00000613_00000003,0,
H1_00000230_00000613_00000004,0,
H1_00000230_00000613_00000005,0,
H1_00000230_00000613_00000006,0,
H1_00000230_00000613_00000007,0,
H1_00000230_00000613_00000008,0,
H1_00000230_00000613_00000009,0,
H1_00000230_00000613_00000010,0,
H1_00000230_00000613_00000011,0,
H1_00000230_00000613_00000012,0,
H1_00000230_00000613_00000013,0,
H1_00000230_00000613_00000014,0,
H1_00000230_00000613_00000015,0,
H1_00000230_00000613_00000016,0,
H1_00000230_00000613_00000017,0,
H1_00000230_00000613_00000018,0,
H1_00000230_00000613_00000019,0,
H1_00000230_00000613_00000020,0,
H1_00000230_00000613_00000021,0,
H1_00000230_00000613_00000022,0,
H1_00000230_00000613_00000023,0,
H1_00000230_00000613_00000024,0,
H1_00000230_00000613_00000025,0,
H1_00000230_00000613_00000026,0,
H1_00000230_00000613_00000027,0,
H1_00000247_00000498_00000001,0,
H1_00000247_00000498_00000002,0,
H1_00000247_00000498_00000003,0,
H1_00000247_00000498_00000004,0,
H1_00000247_00000498_00000005,0,
H1_00000247_00000498_00000006,0,
H1_00000247_00000498_00000007,0,
H1_00000247_00000498_00000008,0,
H1_00000247_00000498_00000009,0,
H1_00000247_00000498_00000010,0,
H1_00000247_00000498_00000011,0,
H1_00000247_00000498_00000012,0,
H1_00000247_00000498_00000013,0,
H1_00000247_00000498_00000014,0,
H1_00000247_00000498_00000015,0,
H1_00000247_00000498_00000016,0,
H1_00000247_00000498_00000017,0,
H1_00000247_00000498_00000018,0,
H1_00000247_00000498_00000019,0,
H1_00000247_00000498_00000020,0,
H1_00000247_00000498_00000021,0,
H1_00000247_00000498_00000022,0,
H1_00000247_00000498_00000023,0,
H1_00000247_00000498_00000024,0,
H1_00000247_00000498_00000025,0,
H1_00000247_00000498_00000026,0,
H1_00000247_00000498_00000027,0,
H1_00000248_00000340_00000001,0,
H1_00000248_00000340_00000002,0,
H1_00000248_00000340_00000003,0,
H1_00000248_00000340_00000004,0,
H1_00000248_00000340_00000005,0,
H1_00000248_00000340_00000006,0,
H1_00000248_00000340_00000007,0,
H1_00000248_00000340_00000008,0,
H1_00000248_00000340_00000009,0,
H1_00000248_00000340_00000010,0,
H1_00000248_00000340_00000011,0,
H1_00000248_00000340_00000012,0,
H1_00000248_00000340_00000013,0,
H1_00000248_00000340_00000014,0,
H1_00000248_00000340_00000015,0,
H1_00000248_00000340_00000016,0,
H1_00000248_00000340_00000017,0,
H1_00000248_00000340_00000018,0,
H1_00000248_00000340_00000019,0,
H1_00000248_00000340_00000020,0,
H1_00000248_00000340_00000021,0,
H1_00000248_00000340_00000022,0,
H1_00000248_00000340_00000023,0,
H1_00000248_00000340_00000024,0,
H1_00000248_00000340_00000025,0,
H1_00000248_00000340_00000026,0,
H1_00000248_00000340_00000027,0,
H1_00000248_00000340_00000028,0,
H1_00000248_00000340_00000029,0,
H1_00000248_00000340_00000030,0,
H1_00000259_00000528_00000001,0,
H1_00000259_00000528_00000002,0,
H1_00000259_00000528_00000003,0,
H1_00000259_00000528_00000004,0,
H1_00000259_00000528_00000005,0,
H1_00000259_00000528_00000006,0,
H1_00000259_00000528_00000007,0,
H1_00000259_00000528_00000008,0,
H1_00000259_00000528_00000009,0,
H1_00000259_00000528_00000010,0,
H1_00000259_00000528_00000011,0,
H1_00000259_00000528_00000012,0,
H1_00000259_00000528_00000013,0,
H1_00000259_00000528_00000014,0,
H1_00000259_00000528_00000015,0,
H1_00000259_00000528_00000016,0,
H1_00000259_00000528_00000017,0,
H1_00000259_00000528_00000018,0,
H1_00000259_00000528_00000019,0,
H1_00000259_00000528_00000020,0,
H1_00000259_00000528_00000021,0,
H1_00000259_00000528_00000022,0,
H1_00000259_00000528_00000023,0,
H1_00000259_00000528_00000024,0,
H1_00000259_00000528_00000025,0,
H1_00000259_00000528_00000026,0,
H1_00000259_00000528_00000027,0,
H1_00000259_00000528_00000028,0,
H1_00000266_00000754_00000001,1,180 151 117 174
H1_00000266_00000754_00000002,1,290 183
H1_00000266_00000754_00000003,-1,
H1_00000266_00000754_00000004,1,366 105 133 112
H1_00000266_00000754_00000005,-1,
H1_00000266_00000754_00000006,-1,
H1_00000266_00000754_00000007,-1,
H1_00000266_00000754_00000008,-1,
H1_00000266_00000754_00000009,-1,
H1_00000266_00000754_00000010,1,258 402
H1_00000266_00000754_00000011,-1,
H1_00000266_00000754_00000012,-1,
H1_00000266_00000754_00000013,-1,
H1_00000266_00000754_00000014,-1,
H1_00000266_00000754_00000015,-1,
H1_00000266_00000754_00000016,-1,
H1_00000266_00000754_00000017,-1,
H1_00000266_00000754_00000018,-1,
H1_00000266_00000754_00000019,-1,
H1_00000266_00000754_00000020,-1,
H1_00000266_00000754_00000021,-1,
H1_00000266_00000754_00000022,-1,
H1_00000266_00000754_00000023,-1,
H1_00000266_00000754_00000024,-1,
H1_00000266_00000754_00000025,-1,
H1_00000266_00000754_00000026,-1,
H1_00000266_00000754_00000027,-1,
H1_00000266_00000754_00000028,-1,
H1_00000266_00000754_00000029,-1,
H1_00000278_00000554_00000001,0,
H1_00000278_00000554_00000002,0,
H1_00000278_00000554_00000003,0,
H1_00000278_00000554_00000004,0,
H1_00000278_00000554_00000005,0,
H1_00000278_00000554_00000006,0,
H1_00000278_00000554_00000007,0,
H1_00000278_00000554_00000008,0,
H1_00000278_00000554_00000009,0,
H1_00000278_00000554_00000010,0,
H1_00000278_00000554_00000011,0,
H1_00000278_00000554_00000012,0,
